akt.citace;akt.název.vyhlášený;short_name;core_strong;degree_in;degree_out;knn_in;knn_out;knn_all;transitivity;page_rank_normal;hub_score;authority_score;eigen_centrality;burt_constraint;harmonic_centrality_in;harmonic_centrality_out;harmonic_centrality_all;betweenness;art_point;g_role;l_role
28/1945 Sb.;Dekret presidenta republiky o osídlení zemědělské půdy Němců, Maďarů a jiných nepřátel státu českými, slovenskými a jinými slovanskými zemědělci;Dekret o osídlení zemědělské půdy;FALSE;7;1;4,666666666666667;0,0000000000000000;15,14285714285714;0,5714285714285714;0,000642409541378798;2,82888581257873e-07;1,92596017810383e-05;1,02235978132372e-04;0,3693814642600939;154,4079725829718;0,5000000000000000;201,9356532356525;0,00000000000000e+00;FALSE;none;none
100/1945 Sb.;Dekret presidenta republiky o znárodnění dolů a některých průmyslových podniků;Dekret o znárodnění dolů a průmyslu;FALSE;20;3;3,015625000000000;1,3999999999999999;6,33333333333333;0,1948051948051948;0,007928643254138609;1,61490159550044e-07;7,62628220864211e-08;4,16240089697727e-05;0,1341069908527721;152,4079365079353;3,0833333333333335;183,3857142857134;1,03967561338001e+02;FALSE;none;none
101/1945 Sb.;Dekret presidenta republiky o znárodnění některých podniků průmyslu potravinářského;Dekret o znárodnění průmyslu potravinářského;FALSE;7;1;4,111111111111111;3,0000000000000000;15,20000000000000;0,4285714285714285;0,000734471848188229;1,95033512366695e-09;4,16897327516471e-08;3,30498762326344e-05;0,3709990404490078;149,2412698412688;0,7884920634920635;177,5815476190467;0,00000000000000e+00;FALSE;none;none
128/1946 Sb.;Zákon o neplatnosti některých majetkově-právních jednání z doby nesvobody a o nárocích z této neplatnosti a z jiných zásahů do majetku vzcházejících;Zákon o neplatnosti jednání z doby nesvobody;FALSE;10;3;4,666666666666667;0,5555555555555556;12,33333333333333;0,2179487179487180;0,002296174430931705;5,61176357594543e-07;1,05477218071819e-05;6,21963750855150e-05;0,1652262536577191;166,6238455988447;1,5333333333333332;198,3273809523800;7,93776738100666e+01;TRUE;none;none
255/1946 Sb.;Zákon o příslušnících československé armády v zahraničí a o některých jiných účastnících národního boje za osvobození;Zákon o příslušnících čs. armády v zahraničí;FALSE;12;6;8,113636363636363;0,8571428571428571;19,66666666666667;0,0980392156862745;0,001368455319964960;3,39386064107863e-08;4,16609747324386e-04;2,77121465899817e-03;0,1185778513258553;184,5181929181924;7,2833333333333332;226,7645202020211;2,75152745465074e+03;TRUE;bridge;none
228/1946 Sb.;Zákon o rozhodčích soudech pro úpravu některých závazků národních podniků;Zákon o rozhodčích soudech;FALSE;7;4;2,285714285714286;1,3333333333333333;7,00000000000000;0,2363636363636364;0,000691687906622839;5,05308549713521e-10;9,56004053584775e-09;8,27725102118668e-07;0,2230864169321262;125,9624098124110;5,1166666666666663;163,4255702630684;6,24060664988606e+01;FALSE;none;none
83/1946 Sb.;Zákon o pracovních (učebních) poměrech Němců, Maďarů, zrádců a jejich pomahačů;Zákon o poměrech Němců, Maďarů, zrádců a jejich pomahačů;FALSE;0;1;NA;0,0000000000000000;5,00000000000000;NA;0,000270826956513843;4,96515365653709e-07;0,00000000000000e+00;2,50516817273433e-20;1,0000000000000000;0,0000000000000;0,0833333333333333;42,5000825430160;0,00000000000000e+00;FALSE;none;none
31/1947 Sb.;Zákon o některých zásadách při rozdělování nepřátelského majetku, konfiskovaného podle dekretu presidenta republiky ze dne 25. října 1945, č. 108 Sb., o konfiskaci nepřátelského majetku a Fondech národní obnovy;Zákon o zásadách při rozdělování nepřátelského majetku;FALSE;1;3;3,000000000000000;2,6499999999999999;16,14285714285714;0,1666666666666667;0,000299132837001047;1,31140595952858e-05;6,61581321277287e-09;5,43783225404895e-07;0,4214842598797241;82,8066419691426;1,8754329004329005;116,5119981325869;1,20000000000000e+01;FALSE;none;none
90/1947 Sb.;Zákon o provedení knihovního pořádku stran konfiskovaného nepřátelského majetku a o úpravě některých právních poměrů vztahujících se na přidělený majetek;Zákon o provedení knihovního pořádku;FALSE;3;6;5,666666666666667;0,9500000000000000;14,00000000000000;0,3611111111111111;0,000666020717345972;1,55216582402128e-06;5,62009707129960e-07;5,22324414726937e-05;0,3109448609110191;96,3818144274022;5,8749999999999982;143,4612845487848;5,84000000000000e+02;FALSE;none;none
142/1947 Sb.;Zákon o revisi první pozemkové reformy;Zákon o revisi první pozemkové reformy;FALSE;6;9;8,199999999999999;4,2413793103448274;15,61538461538461;0,2761904761904762;0,000499198751323006;7,75476965313581e-06;4,01362500195725e-05;2,95124948880905e-04;0,2518285964368015;146,4734487734479;7,6458333333333339;211,8947802197802;4,08770785885027e+02;FALSE;none;none
